,D786T08,D786T05,D786T07,D786T02,D786T04,D786T03,D786T01,D786T06
ENSMUSG00000059327,15.17,8.99,20.72,22.38,23.83,18.37,17.53,13.39
ENSMUSG00000082907,31.07,16.37,23.57,25.72,52.18,23.16,24.29,11.62
ENSMUSG00000083936,10.99,6.32,15.07,10.48,10.63,7.77,7.48,6.34
ENSMUSG00000080813,3.9,2.49,15.34,18.36,14.84,6.94,10.16,7.87
ENSMUSG00000076398,0,0,0,3.72,0,12.41,0,0
ENSMUSG00000031220,2.82,1.8,0,2.03,0.32,0.78,0.32,0.25
ENSMUSG00000051582,2.86,0.55,1.29,0,0.77,0.32,0.26,0.61
ENSMUSG00000031221,10.67,9.13,14.36,8.69,11.4,11.16,6.96,9.82
ENSMUSG00000067597,2.22,0.1,0.24,0.63,0.57,0.29,0,0.79
ENSMUSG00000015665,1.08,4.14,0,0.24,1.93,0.99,0,0.19
ENSMUSG00000081886,0,0,0,0,0,0,0,0
ENSMUSG00000044359,0.11,0.43,0.06,0.97,0.15,0.12,0.21,1.27
ENSMUSG00000060890,1.06,1.42,0,0.28,1.14,0.82,0,0.11
ENSMUSG00000015668,9.64,8.33,8.72,10.28,9.64,7.53,11.68,10.43
ENSMUSG00000034311,2.36,0.96,1.89,1.86,1.28,1.25,1.92,1.45
ENSMUSG00000019359,707.15,515.38,1349.95,736.35,600,512.23,651.02,925.84
ENSMUSG00000085314,8.5,6.11,8.63,5.94,2.7,4.96,4.89,4.04
ENSMUSG00000086736,0.5,2.85,6.7,1.32,1,2.74,0.91,3.98
ENSMUSG00000089030,0,0,4.29,2.02,0,0.84,0,2.44
ENSMUSG00000000881,18.23,24.76,28.34,18.54,21.96,16.97,17.56,21.18
ENSMUSG00000009670,2.35,1.19,0,1.1,0.74,0.91,0.95,0.37
ENSMUSG00000089205,0,0,0,0,0,4.38,0,0
ENSMUSG00000088839,0,0,0,0,0,0,0,0
ENSMUSG00000081806,1.77,0,0,0,0,0,0,0
ENSMUSG00000081943,6.49,1.55,0,1.61,2.72,2.69,0,1.3
ENSMUSG00000031297,1.06,0.89,1.93,0.7,0.98,0.73,0.18,1.77
ENSMUSG00000046032,14.4,11.52,15.04,15.93,16.5,16.28,13.01,15.48
ENSMUSG00000088114,0,0,0,8.28,0,2.3,0,6.68
ENSMUSG00000083781,7.44,0,0,0,0,0,0,3.97
ENSMUSG00000077303,0,0,0,0,0,0,0,0
ENSMUSG00000042903,15.93,17.6,17.02,16.07,17.55,20.69,20.14,20.48
ENSMUSG00000090141,0,0,0,0,0,0.36,0,0
ENSMUSG00000092463,0.74,0,0,0,0,0,0,0
ENSMUSG00000031304,4.4,0,3.06,1.39,0.7,1.5,0.87,4.26
ENSMUSG00000079487,33.5,48.69,42.73,30.49,36.94,33.81,29.77,32.16
ENSMUSG00000096056,0.27,0.09,0.4,0.06,0.42,0.3,0.7,0.38
ENSMUSG00000031302,1.51,1.24,2.15,1.07,1.05,2.12,0.67,1.12
ENSMUSG00000047797,2.34,0.56,0,0,0,1.46,0,0
ENSMUSG00000031310,11.97,9.8,12.06,9.09,12.82,10.81,7.29,8.46
ENSMUSG00000031311,45.27,50.37,70.05,49.75,50.15,51.71,48.33,48.39
ENSMUSG00000031312,2.5,2.4,4.69,2.39,2.05,0.31,0.9,3.12
ENSMUSG00000083897,4.72,0,0,0,3.17,0,0,2.52
ENSMUSG00000081674,2.78,4.56,0,0.53,1.07,0.44,0,0.64
ENSMUSG00000031314,28.41,30.45,31.21,24.23,28.86,27.4,20.24,26.3
ENSMUSG00000034160,135.67,156.27,224.08,106.54,175.46,146.44,103.84,151.71
ENSMUSG00000082729,0,0,0,0,0,0,0,0
ENSMUSG00000084197,0,0.91,0,4.41,0,0,0,0.51
ENSMUSG00000050232,0.29,1.38,0,0,0,0.16,0,0
ENSMUSG00000084284,2.87,6.41,0,0.63,0,0,2.2,2.04
ENSMUSG00000082541,0,0.54,0,0,0,0,0,0
ENSMUSG00000045010,0.85,0.41,0.12,0,0.28,0.82,0.39,0
ENSMUSG00000046774,0.25,0,0,0.5,0,0.28,0,0.13
ENSMUSG00000081230,0,0.54,0,0,0,0,0,0
ENSMUSG00000082284,6.1,5.84,7.54,3.23,2.46,4.72,3.37,5.22
ENSMUSG00000079481,13.1,9.61,13.04,9.07,13.08,12.99,7.76,11.51
ENSMUSG00000087712,0,0,0,0,0,0,0,0
ENSMUSG00000098968,0,13.82,0,0,0,0,0,0
ENSMUSG00000049191,9.67,10.87,23.33,16.84,12.84,10.5,13.05,12.58
ENSMUSG00000087208,0,0,0,1.06,0,0.44,0,0
ENSMUSG00000079480,14.6,8.83,10.37,8.65,5.68,13.58,13.08,9.03
ENSMUSG00000081969,5.67,0,0,1.07,1.63,0.89,0.74,0.43
ENSMUSG00000051220,0.66,0.9,0.42,0.75,0.57,0.83,0.74,0.25
ENSMUSG00000084142,0,4.73,4.86,2.45,0.83,0.68,0,0.66
ENSMUSG00000031320,136.78,155.98,160.83,122.08,100.54,143.95,134.71,137.17
ENSMUSG00000081263,5.6,0,0,1.86,0,3.09,0,2.25
ENSMUSG00000051159,0.57,1.37,0.64,0.94,0,0.94,0.66,0.15
ENSMUSG00000085568,1.19,0.45,0,0.16,0,0,0.33,0.25
ENSMUSG00000093428,0,0,0,0,0,0,0,5.57
ENSMUSG00000067567,5.38,3.56,4.88,5.96,5.14,3.77,2.42,4.25
ENSMUSG00000034055,10.71,9.42,16.44,13.02,13.8,9,8.97,13.5
ENSMUSG00000080899,0.36,0.34,0,0.71,0.48,0.39,0,0.19
ENSMUSG00000083414,0,3.23,0,0.56,0.57,0.47,0,0
ENSMUSG00000081443,1.48,1.42,0,2.95,1.99,0.82,0,0
ENSMUSG00000079479,0,0,0,0,0,0,0,0
ENSMUSG00000073027,1.45,1.73,0,1.2,0.49,0,0,0
ENSMUSG00000080845,0,2.84,0,0.49,0,0,0.17,0.4
ENSMUSG00000081716,4.2,2.01,0,4.18,1.88,2.32,0,2.62
ENSMUSG00000081108,2.1,6.04,0,0,1.88,0.77,0.32,5.99
ENSMUSG00000083680,9.09,5.81,0,0,0,0.56,0,2.7
ENSMUSG00000082191,5.24,0.84,0,1.73,0,0,0,0
ENSMUSG00000094656,0,0,0,0,0,0,0,0
ENSMUSG00000067562,0,0.88,0,0,0.21,0,0,0
ENSMUSG00000082783,2.4,0,0,1.59,0,1.33,0,0
ENSMUSG00000081240,0.89,4.25,0,2.35,0.6,0.98,0,3.32
ENSMUSG00000095072,0,0,0,0,0,0,0,0
ENSMUSG00000067561,0,0,0,0,0,0,0,0
ENSMUSG00000088052,0,0,0,0,0,0,0,0
ENSMUSG00000032894,3.12,2.32,0,1.38,0.23,1.34,0.32,0.93
ENSMUSG00000084397,0,0,0,1.23,0.62,0,0,1.98
ENSMUSG00000031323,6.85,0.35,0,3.58,0,1.19,0,0
ENSMUSG00000079476,0,0,0,0,3.2,0,0,0
ENSMUSG00000109745,0,0,0,0,0,1.43,0,0
ENSMUSG00000081986,1.98,5.06,0,0,0,0,0,1.06
ENSMUSG00000083775,0,0,0,1.61,0,0,1.12,0
ENSMUSG00000081779,0.38,1.83,0,0,0.51,0.42,0,0
ENSMUSG00000084842,0,0,0,0,0.49,0,0,0
ENSMUSG00000080774,4.03,2.57,0.38,3.11,2.26,0,0,0.72
ENSMUSG00000086524,0,0,0,0,0,0,0,0
ENSMUSG00000084341,0,1.47,0,0.25,0,0,0,1.02
ENSMUSG00000081567,0,0,0,0,0,0,0,0
ENSMUSG00000048949,2.27,1.31,3.84,1.81,3.67,1.88,2.2,2.67
ENSMUSG00000031325,1.63,1.25,0,1.3,0.33,0.36,0,0.44
ENSMUSG00000082229,3.25,0.97,0,1.08,0.27,0.56,0.09,0.54
ENSMUSG00000083763,1.12,0,0,0.74,0,1.85,0,1.79
ENSMUSG00000080886,0,0.92,0,0,0,0,0,0
ENSMUSG00000098023,1.5,0,0,0,0.34,0.83,0.92,0
ENSMUSG00000083805,0,0,0,0,0,1.77,0,0
ENSMUSG00000083711,8.79,3.16,0,3.64,1.48,2.43,0,0
ENSMUSG00000031326,1.02,3.17,0,0.68,0.34,0.84,0,0.14
ENSMUSG00000081280,0,4.52,0,3.91,0,2.61,0,0
ENSMUSG00000031327,4.48,4.09,4,2.29,3.55,4.12,2.37,3.77
ENSMUSG00000097953,0,0,0,0.81,0,0,2.25,0.65
ENSMUSG00000031329,2.46,0,0,1.22,0,0.34,0,0.99
ENSMUSG00000098078,0,0,0,0,0,0,0,0
ENSMUSG00000085715,1.32,0.87,0.51,0.65,0.28,0.45,0.64,0.09
ENSMUSG00000086503,203.23,194.95,266.99,202.87,242.05,221.26,200.88,224.89
ENSMUSG00000099312,0,0,0,0,0,0,0,0
ENSMUSG00000098743,0,0,0,0,0,0,0,0
ENSMUSG00000098262,6.18,11.83,20.83,0,4.15,0,48.29,0
ENSMUSG00000083502,3.3,3.16,0,0,0,0,0,0
ENSMUSG00000082746,2.49,0,1.4,0.83,0,0,0,0.67
ENSMUSG00000097571,0.94,2,1.7,1.04,1.54,1.21,0.72,0.89
ENSMUSG00000099189,0,0,0,0,0,0,0,0
ENSMUSG00000082383,5.56,2.66,4.69,5.52,1.87,3.58,1.7,6.44
ENSMUSG00000082812,0,1.12,0,1.54,0,1.93,0,0
ENSMUSG00000043661,2.46,1.42,0.83,0,0,0.54,0.45,2.63
ENSMUSG00000081004,15.56,2.13,2.5,5.89,0,6.14,1.02,0
ENSMUSG00000086370,11.32,15.01,15.76,8.59,13.44,11.56,7.75,12.77
ENSMUSG00000065509,6.58,0,18.5,0,26.53,3.63,3.03,24.62
ENSMUSG00000076269,5.27,0,2.96,0,0,0,0,0
ENSMUSG00000106465,20.42,0,0,0,0,0,4.7,0
ENSMUSG00000103697,8.77,4.82,7.34,4.53,7.33,4.37,3.3,5.77
ENSMUSG00000098603,0,13.5,0,0,0,0,0,3.76
ENSMUSG00000080796,0.88,0.85,0,0,0,0,0,0
ENSMUSG00000099287,5.38,25.76,3.02,7.12,3.61,2.97,0,0
ENSMUSG00000098825,0,0,0,0,0,0,0,0
ENSMUSG00000099126,0,0,2.74,0,0,5.39,0,0
ENSMUSG00000031330,0.92,3.97,0,0.92,0,0.25,0,0
ENSMUSG00000083263,2.28,3.28,0,0,0,0.63,0,0
ENSMUSG00000083213,1.57,0,0,1.04,0,1.73,0,0
ENSMUSG00000081414,1.39,0,0,0.46,0,0.38,0,0
ENSMUSG00000033965,40.95,53.16,58.89,28.75,43.27,37.84,26.98,44.52
ENSMUSG00000083019,3.18,4.57,9.39,2.63,7.48,8.78,5.85,8.07
ENSMUSG00000104064,7.71,5.01,3.36,3.96,12.2,4.81,5.61,5.19
ENSMUSG00000083605,1.77,1.7,0,3.52,0,0,0,0
ENSMUSG00000082322,1.48,0,0,0,0.33,0.54,0,0
ENSMUSG00000081689,5.35,0.85,1.5,1.18,5.39,5.42,4.51,1.91
ENSMUSG00000056537,57.72,42.77,70.25,59.15,61.57,58.39,50.42,55.22
ENSMUSG00000080825,1.87,14.36,0,1.24,1.26,3.1,0,7.01
ENSMUSG00000064876,0,0,0,0,0,0,0,0
ENSMUSG00000077199,3.62,10.42,0,0,7.3,0,0,3.87
ENSMUSG00000088036,0,0,0,0,0,0,0,0
ENSMUSG00000046449,0.43,0.37,0.07,0.17,0.35,0.55,0.18,0.09
ENSMUSG00000076286,0,0,0,3.31,0,0,0,0
ENSMUSG00000031333,9.49,10.47,10.43,7.97,7.23,8.37,8.03,9.55
ENSMUSG00000083327,8.11,3.78,8.41,4.41,7.82,4.25,6.41,4.89
ENSMUSG00000082996,1.08,5.15,2.42,1.42,4.34,2.38,0.99,1.15
ENSMUSG00000073016,8.47,6.24,9.88,8.63,8.6,12.71,9.59,7.43
ENSMUSG00000033906,2.27,2.7,2.35,2.89,2.68,3.21,1.13,1.75
ENSMUSG00000089171,0,0,0,0,0,0,0,0
ENSMUSG00000083049,0,0,0,0,0,0,0,0
ENSMUSG00000100364,0.89,0,0,0,0,1.48,0,0
ENSMUSG00000031224,1.94,0.21,0,0.43,0.15,0.6,0,0.12
ENSMUSG00000081703,7.03,8.66,0,1.33,1.35,2.77,0.46,0.54
ENSMUSG00000088960,0,21.58,0,2.98,0,0,0,7.22
ENSMUSG00000082600,1.28,1.84,0,0.42,0.43,0,0,0
ENSMUSG00000087174,4.72,3.62,5.18,2.46,3.81,3.74,4.65,4.01
ENSMUSG00000031226,10.17,8.01,10.14,7.28,9.31,8.65,8.19,8.68
ENSMUSG00000031227,7.19,6.34,8.08,7.28,6.53,6.15,5.7,5.95
ENSMUSG00000082245,1.37,3.5,0,0.91,1.53,1.01,0,0.98
ENSMUSG00000083889,0,0,0,0.91,0.46,0.76,0.32,1.1
ENSMUSG00000085791,0,0,0,0,0,0,0,0
ENSMUSG00000083744,2.04,0,0,0.9,0.91,0.37,0,0.36
ENSMUSG00000065499,0,0,0,0,0,0,0,0
ENSMUSG00000087620,1.46,0.81,0,0.15,1.81,0.81,0.04,0.66
ENSMUSG00000065425,10.21,0,0,0,0,0,0,0
ENSMUSG00000082464,0.83,0,0,1.64,0,0.46,0.38,0.88
ENSMUSG00000090132,0,0,0,0.48,1.93,1.59,0,1.15
ENSMUSG00000081976,0,0,0,0,0,0,0,0
ENSMUSG00000084376,0,0,0,0,0,0,0,0
ENSMUSG00000082275,0,0,0,0,0,0,0.55,0
ENSMUSG00000063442,3.88,7.43,0,0.86,0,0,0,1.38
ENSMUSG00000031230,0.61,0.29,2.22,0,0,0,0,0
ENSMUSG00000031229,38.51,36.03,56.1,34.47,44.93,38.24,32.69,42.87
ENSMUSG00000084678,5.47,2.62,0,0,1.84,0,0,0
ENSMUSG00000079965,13.67,5.24,8.19,4.83,13.47,4.53,14.25,9.25
ENSMUSG00000084575,0,0,0,0,0,0,0,0
ENSMUSG00000031232,28.16,25.84,29.25,28.44,30.06,26.43,30.19,22.83
ENSMUSG00000031231,21.43,33.15,40.07,28.11,21.59,27.53,28.81,23.12
ENSMUSG00000033792,12.89,10.81,11.65,10.55,10.58,11.64,6.85,9.24
ENSMUSG00000033777,0.61,0.59,0.21,0.57,0.25,1.55,0,0.72
ENSMUSG00000081081,0.82,0,0,0.54,0.55,0,0,0
ENSMUSG00000062070,13.6,17.29,18.67,9.45,12.88,14.77,13.33,17.99
ENSMUSG00000047242,9.03,6.98,16.2,7.97,9.58,10.15,9.03,6.94
ENSMUSG00000073012,0.96,0.13,0,0.27,1.38,0.38,0,0.36
ENSMUSG00000082618,0,0,0,1.54,0,0,0,0
ENSMUSG00000081289,0.47,0.75,0,0.73,0.42,0.26,0.43,0
ENSMUSG00000083814,0.8,1.53,0,1.85,0.27,0.88,0,0
ENSMUSG00000099128,0,8.71,0,0,0,0,0,0
ENSMUSG00000084219,0,0,0,1.01,0,2.53,0,0
ENSMUSG00000081778,2.25,1.69,0,0.32,0.97,0.09,0.07,0.34
ENSMUSG00000033737,1.82,2.2,1.02,0.63,1.12,1.14,0.47,0.34
ENSMUSG00000098455,0,0,0,0,0,0,0,0
ENSMUSG00000052821,0.1,0.47,0,0.19,0.13,0.54,0,0
ENSMUSG00000073010,1.16,1.11,0,0,0.63,0.39,0,0
ENSMUSG00000064553,0,0,0,0,0,0,0,0
ENSMUSG00000082174,0,0,0,0.69,0,0,0,0
ENSMUSG00000083432,0,0,0,0,0,0,0,0
ENSMUSG00000081395,0,0,0,0.65,0,1.63,0,0
ENSMUSG00000083595,0.74,2.48,0,0.49,0,0,0,0.39
ENSMUSG00000065733,0,0,0,0,0,5.16,0,0
ENSMUSG00000080380,16.54,11.88,0,0,0,2.28,0,0
ENSMUSG00000083063,0,0,0,0,0,0,0,0
ENSMUSG00000082939,0,6.44,0,2.67,0,0,0.62,0
ENSMUSG00000080841,3.43,0,0,0,0,0,0,0.92
ENSMUSG00000047686,2.71,2.6,3.72,2.7,1.37,2.25,1.09,2.09
ENSMUSG00000049929,2.36,2.83,3.91,5.86,3.96,4.04,5.48,2.46
ENSMUSG00000050921,0.67,0.48,0,0.22,0.45,0.19,0.15,0.45
ENSMUSG00000054293,0.87,1.52,1.46,1.05,1.55,1.51,1.53,1.08
ENSMUSG00000082630,0.63,0,0,0.42,0.42,0,0,0
ENSMUSG00000080898,3.19,0,0,4.92,0,2.93,0.98,1.7
ENSMUSG00000073008,0.56,1.51,0,1.04,0.37,0.31,0,0.1
ENSMUSG00000080939,3.69,1.01,0,0.7,0,0,0,0.28
ENSMUSG00000081131,2.44,1.87,0,0.97,0,1.08,0.22,0
ENSMUSG00000080758,0.63,0,0,0,0.43,0,0.87,0
ENSMUSG00000031239,22.37,20.05,30.95,36.66,35.84,39.6,45.12,22.38
ENSMUSG00000082172,0,1.52,0,8.41,0,1.75,0,0.85
ENSMUSG00000055700,0.82,1.57,0,0.54,0,0.45,0,0
ENSMUSG00000031241,0.81,1.29,0,0.06,0.24,0.65,0.25,0.19
ENSMUSG00000031242,5.13,4.91,7.19,4.97,5.41,7.54,4.79,4.68
ENSMUSG00000073007,0.16,0.91,0,0.31,0.11,0.61,0.44,0
ENSMUSG00000073006,5.92,4.25,0.5,2.74,2.19,0.98,0,1.58
ENSMUSG00000081807,3.34,1.35,0,1.86,0.12,0.58,0,0.94
ENSMUSG00000082354,4.27,4.09,0,1.62,0,0,0.56,0.33
ENSMUSG00000081560,2.97,3.2,0,2.21,0.75,0.62,0.68,1.39
ENSMUSG00000093916,0.56,0,0,0,0,0,0,0
ENSMUSG00000063663,10.4,8.19,12.34,8.09,13.82,10.12,6.87,11.16
ENSMUSG00000086629,1.68,1.72,2.09,1.43,1.73,1.89,2.26,2.37
ENSMUSG00000081748,0,3.07,0,0,0,0,2.95,0
ENSMUSG00000081793,0,1.18,0,0,0.83,1.02,0,0.66
ENSMUSG00000031245,25.09,27.75,40.41,42.31,45.52,39.7,37.23,30.41
ENSMUSG00000077652,3,14.34,1.68,15.87,22.13,19.85,30.31,6.4
ENSMUSG00000064574,0,0,0,0,0,7.74,0,0
ENSMUSG00000031246,61.42,43.87,72.72,90.41,71.42,84.09,93.97,55.44
ENSMUSG00000088298,1.71,0,0,4.54,0,1.89,0,0
ENSMUSG00000083210,0.57,0.54,0,0,0,0,0.52,0
ENSMUSG00000048621,2.33,0.86,0.8,1.19,0.6,0.79,0.58,1.43
ENSMUSG00000081681,0,0,0,0,1.56,0,0,0
ENSMUSG00000082189,0.82,2.1,0,1.27,0.92,1.06,0,0.88
ENSMUSG00000083928,1.29,0,0,0.43,0.65,0.18,0,0.69
ENSMUSG00000082853,0.42,2.79,0,0.55,0,0.11,0,0.56
ENSMUSG00000083641,0.6,1.72,0,3.96,0.8,0.33,0,0
ENSMUSG00000081211,0.38,0.36,0,0.13,1.02,0.21,0,0
ENSMUSG00000065907,0,0,0,0,0,0,0,0
ENSMUSG00000109088,0,0,0,0,0,0,0,0.43
ENSMUSG00000056854,0.17,0.65,0,0.45,0.34,0.66,0.55,0.27
ENSMUSG00000073001,0.5,0.24,0,0.83,0,0.69,1.15,0.4
ENSMUSG00000062226,0,0,0,0,0,0,0,0
ENSMUSG00000025665,1.6,2.2,0.28,0.53,0.6,0.11,0.14,0.16
ENSMUSG00000034551,3.99,2.86,4.07,3.79,4.51,3.97,4.1,3.81
ENSMUSG00000083898,2,2.09,0,1.81,0.49,1.1,0.33,0.78
ENSMUSG00000082546,0.78,2.97,0,0,0,1.28,0,0.41
ENSMUSG00000082752,0,0,0,1.21,0,0,0,0.49
ENSMUSG00000109156,1.1,0.21,0,0.44,0.44,0.48,0.4,0.7
ENSMUSG00000034555,1.01,0.54,0,0.22,0.23,0.12,0,0.3
ENSMUSG00000083037,0,0,0,0.9,0.92,0.38,0.31,0
ENSMUSG00000083392,1.68,1.61,0,0.55,1.13,1.16,0,0
ENSMUSG00000079460,0.32,0.93,0,0.43,0,0.18,0.3,0
ENSMUSG00000082669,0,0,0,0,0,0,0,0.98
ENSMUSG00000025525,8.04,5.36,6.45,3.14,5.3,3.57,5.48,4.06
ENSMUSG00000025527,2.49,1.19,0,0.82,0.28,0.23,0,0.33
ENSMUSG00000083520,0,0.27,0,0.37,0.09,0.39,0,0.22
ENSMUSG00000083818,0.39,0.75,0,0.26,0,0,0,0
ENSMUSG00000025528,0,0.37,0,0.77,0.78,0.21,0.18,0
ENSMUSG00000025529,4.7,2.6,6.96,4.07,7.04,5.99,4.28,4.06
ENSMUSG00000034607,0.51,0.49,0.36,0.68,0.17,1.35,0,0.21
ENSMUSG00000081399,0,0,0,0.36,0,0,0,0
ENSMUSG00000084097,3.07,17.64,0,4.07,0,0,0,1.64
ENSMUSG00000082636,0,3.09,0,0,6.5,1.78,0,0
ENSMUSG00000081555,2.04,0,0,0,0,0,0,0.82
ENSMUSG00000083103,1.05,0,0,0,0,0,0,1.13
ENSMUSG00000081082,0,0,0,0,0,0,0,0
ENSMUSG00000082392,0.53,0,0,0.35,0,0,0,0
ENSMUSG00000084963,0.76,0.18,0,0.25,0.13,0.11,0.09,1.53
ENSMUSG00000083560,4.41,0.7,0,0.97,0,3.25,2.03,0.39
ENSMUSG00000025531,9.74,10.25,14.6,9.04,13.63,7.54,7.74,7.89
ENSMUSG00000065510,0,0,32.13,18.93,14.4,3.95,0,0
ENSMUSG00000081831,2.62,0.36,0,2.48,0,0,0,0.2
ENSMUSG00000025592,0.66,0.49,0,0.27,0.27,0.14,0,0.33
ENSMUSG00000080428,0,0,0,0,0,0,0,0
ENSMUSG00000087765,4.03,0,0,0,0,0,0,0
ENSMUSG00000082511,0.64,2.44,0,1.69,0.64,1.58,0.29,1.02
ENSMUSG00000082567,1.11,1.06,0,0.74,0,0.41,0,0
ENSMUSG00000084031,0.67,0,0,0.45,0.45,0.37,0,0.9
ENSMUSG00000079963,2.03,0,0,0,0,1.87,0,1.81
ENSMUSG00000025597,5.02,4.14,0.78,1.2,0.56,1.31,0.06,1.49
ENSMUSG00000081978,0.37,0.7,0.62,0.97,1.23,0.2,0,0.59
ENSMUSG00000082070,3.15,0,0,3.47,0,0,0.48,1.68
ENSMUSG00000081354,3.71,0,0,1.23,0,0,3.41,1.98
ENSMUSG00000083561,3.42,0,0,0,3.06,0,0,0
ENSMUSG00000081160,2.42,0,0,3.2,4.87,2.67,0,0
ENSMUSG00000050435,6.06,2.58,0,1.78,0.45,2.6,0,0
ENSMUSG00000047079,0.67,1.29,0,0.45,0,0.74,0,2.52
ENSMUSG00000085619,0,0,0,0,0,0,0,0
ENSMUSG00000082440,3.27,4.18,0,3.61,1.46,1.81,0,1.16
ENSMUSG00000082260,1.44,0,0,0.95,0,0,0,0
ENSMUSG00000083971,0,1.04,0,4.33,0.73,2.41,0,0
ENSMUSG00000083452,0.78,2.25,0,2.59,0,1.3,0,0
ENSMUSG00000089470,20.17,0,0,0,0,8.91,0,4.31
ENSMUSG00000098405,5.25,3.77,0,0.87,0,0.72,0,1.4
ENSMUSG00000080965,1.58,1.51,0,1.57,1.59,0.44,0,0
ENSMUSG00000081034,0,0,0,0.33,0,0,0,0
ENSMUSG00000083663,0,3.57,0,0,0.63,1.03,0,0
ENSMUSG00000081124,0,0,0,5.95,0,1.42,0,0
ENSMUSG00000083352,0,0,0,0,0,0,0.54,0
ENSMUSG00000078034,0,0,0,0,0,0,0,0
ENSMUSG00000084053,0,2.86,0,0,0,0,0,0
ENSMUSG00000064551,0,0,0,0,0,0,0,0
ENSMUSG00000072995,0.31,1.2,0,0.21,0,0.52,0,0
ENSMUSG00000082482,5.75,0,0,0,0,0.79,0,0
ENSMUSG00000088518,0,0,0,0,0,0,0,0
ENSMUSG00000043295,6.6,1.58,0,0,0,0,0,0
ENSMUSG00000080954,0,1.23,0,0,0,0,0,0.69
ENSMUSG00000067441,5.75,0,0,0,0,0,0,0
ENSMUSG00000080852,1.87,0,0,3.71,0,0,0,0
ENSMUSG00000081134,1.37,0,0,0.3,0.31,0.51,0,0
ENSMUSG00000083345,1.52,3.87,0,0,3.39,3.07,0,1.08
ENSMUSG00000100780,6.78,0,0,3.59,0,2.25,0,0.72
ENSMUSG00000083602,0,0,0,0,0,0,0,0
ENSMUSG00000084283,1.48,1.42,0,1.47,0.33,0.95,0.34,0.26
ENSMUSG00000081659,1.9,2.5,0,0.47,1.28,1.57,0.55,0.76
ENSMUSG00000084324,2.22,5.31,0,1.47,0,0,0,0
ENSMUSG00000082403,0,2.35,0,0,0,0,0,0
ENSMUSG00000081466,0.85,2.16,0,2.24,0.19,0.31,0,0.75
ENSMUSG00000084138,9.81,2.35,0,3.25,0,2.71,12.41,6.55
ENSMUSG00000081268,0,0,0,3.78,0,0,0,0
ENSMUSG00000083031,1.66,0.53,0,0.18,0,0,0,0.59
ENSMUSG00000100194,0.97,0,0,0.96,0,0,0,0
ENSMUSG00000100133,0,0,0,0,0,0,0,0
ENSMUSG00000081171,0.45,0,0,0.3,0,0,0,0
ENSMUSG00000081587,0,0,0,0.65,0,0.54,0,1.05
ENSMUSG00000088313,8.62,0,0,2.86,0,0,0,2.3
ENSMUSG00000086431,2.16,0.52,0,0.18,0,0.6,0,0.43
ENSMUSG00000034732,0.62,2.17,0.46,1.23,1.1,0.57,0.38,0.11
ENSMUSG00000083151,0,0.37,0,0.77,1.04,0,0,0
ENSMUSG00000084172,0.58,6.72,0,2.71,3.53,0.65,0,0.62
ENSMUSG00000082927,1.49,0,0,0,0,0,0,0
ENSMUSG00000082718,1.05,8.04,0,2.78,0,2.32,0.48,2.24
ENSMUSG00000034755,0.61,0.55,0.42,0.86,0.27,0.36,0.25,0.15
ENSMUSG00000083616,0,0,0,2.86,0,0,0,0
ENSMUSG00000083321,0,0,0,0,0,0,0,0
ENSMUSG00000081546,0,0,0,0,0.74,0,0,0
ENSMUSG00000081728,0,1.47,0,0,0,0,0,0
ENSMUSG00000083275,0,0.41,0,0.56,0.86,0.71,0,0
ENSMUSG00000077435,7.82,0,0,0,0,6.47,0,0
ENSMUSG00000080695,1.54,0,0,0,0.34,0,0,0
ENSMUSG00000087716,16.14,38.64,0,8.02,10.84,15.59,0,10.78
ENSMUSG00000083668,0.32,1.21,0,0.21,0.21,0.35,0,0.51
ENSMUSG00000083699,2.21,2.12,0,2.93,0,1.83,0,0.59
ENSMUSG00000088539,0,0,0,0,2.47,10.16,0,0
ENSMUSG00000082590,0.92,0,0,0,0,0,0.42,0
ENSMUSG00000084054,0,0,0,0.3,0,0,0,0
ENSMUSG00000084110,0.65,0,0,0,0.44,0.36,0,0
ENSMUSG00000088264,5,43.12,0,3.31,13.44,8.29,0,18.71
ENSMUSG00000082840,0,0.31,0,0,0.65,0,0.44,0.34
ENSMUSG00000081095,11.83,1.62,0,3.36,7.95,0,0,5.42
ENSMUSG00000083537,0,2.85,0,1.97,3,0,0,0
ENSMUSG00000055733,3.17,1.52,0.89,2.45,0.36,0.58,0.73,1.13
ENSMUSG00000086452,0,0,0,0,1.11,0,0,0
ENSMUSG00000083490,1.01,0,0,0,0,0,0,0
ENSMUSG00000094864,0,2.05,0,0,0,0,0,2.28
ENSMUSG00000079450,1.03,1.48,0.72,0.68,1.1,0.19,0.47,1.15
ENSMUSG00000095005,0,0,0,0.29,0,0.48,0,0
ENSMUSG00000091821,0.46,0,0,0.31,0,0,0,0
ENSMUSG00000095034,0,0,0,0,0,0,0,0
ENSMUSG00000084776,0,0,0,0,0,0.48,0,0
ENSMUSG00000096362,0,3.58,0,0,0,0,0,0
ENSMUSG00000094288,0,0,0,0,0,0,0,0
ENSMUSG00000094999,0,0,0,0,0,0,0,0
ENSMUSG00000095277,2.49,0,0,0,0,0.69,0,0
ENSMUSG00000095474,0,0,0,0,0,0,0,0
ENSMUSG00000085536,3.03,0.41,0,0,0.29,0,0,0
ENSMUSG00000095108,0,0,0,0,0,0,0,0
